accident_id,age,sex,inj_sev,drinking,alc_res,drugs,drugres1,drugres2,drugres3,air_bag,veh_no,mod_year,make,county_name,day,month,year,hour,minute,latitude,longitud,sp_jur_lit,man_coll_lit,lgt_cond_lit,weather_lit,fatals,date,dead
2016040009,6.0,Male,Fatal Injury (K),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment Unknown,1,2001.0,38,MARICOPA,13.0,1.0,2016.0,21.0,22.0,33.46257778,-112.22957222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,5.0,2016-01-13 21:22:00,1
2016040009,2.0,Male,Fatal Injury (K),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment Unknown,1,2001.0,38,MARICOPA,13.0,1.0,2016.0,21.0,22.0,33.46257778,-112.22957222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,5.0,2016-01-13 21:22:00,1
2016040009,0.0,Male,Fatal Injury (K),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment Unknown,1,2001.0,38,MARICOPA,13.0,1.0,2016.0,21.0,22.0,33.46257778,-112.22957222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,5.0,2016-01-13 21:22:00,1
2016040010,44.0,Male,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2015.0,20,MARICOPA,14.0,1.0,2016.0,20.0,44.0,33.42908889,-111.87673056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1.0,2016-01-14 20:44:00,0
2016040011,26.0,Male,Fatal Injury (K),9.0,80.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Not Deployed,1,1995.0,2,MARICOPA,15.0,1.0,2016.0,2.0,23.0,33.66899167,-112.10344167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1.0,2016-01-15 02:23:00,1
2016040012,19.0,Female,Fatal Injury (K),9.0,0.0,Unknown,Not Reported,Test Not Given,Test Not Given,Deployment Unknown,1,2016.0,63,MARICOPA,17.0,1.0,2016.0,11.0,59.0,32.92314167,-112.87901944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-17 11:59:00,1
2016040012,24.0,Male,Suspected Serious Injury (A),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment Unknown,1,2016.0,63,MARICOPA,17.0,1.0,2016.0,11.0,59.0,32.92314167,-112.87901944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-17 11:59:00,0
2016040013,30.0,Male,Suspected Serious Injury (A),1.0,149.0,Yes,Cannabinoid,Test Not Given,Test Not Given,Deployment-Unknown Location,1,2008.0,34,MARICOPA,18.0,1.0,2016.0,1.0,48.0,33.42190833,-111.95429167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1.0,2016-01-18 01:48:00,0
2016040013,24.0,Male,Suspected Minor Injury (B),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,1,2008.0,34,MARICOPA,18.0,1.0,2016.0,1.0,48.0,33.42190833,-111.95429167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1.0,2016-01-18 01:48:00,0
2016040013,20.0,Male,Fatal Injury (K),9.0,0.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Deployment-Unknown Location,2,2011.0,63,MARICOPA,18.0,1.0,2016.0,1.0,48.0,33.42190833,-111.95429167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1.0,2016-01-18 01:48:00,1
2016040013,18.0,Male,Suspected Serious Injury (A),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,2,2011.0,63,MARICOPA,18.0,1.0,2016.0,1.0,48.0,33.42190833,-111.95429167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1.0,2016-01-18 01:48:00,0
2016040014,36.0,Male,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2013.0,12,MARICOPA,19.0,1.0,2016.0,17.0,7.0,33.44439722,-111.79206389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-19 17:07:00,0
2016040015,30.0,Male,No Apparent Injury (O),1.0,201.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2008.0,20,PIMA,22.0,1.0,2016.0,19.0,38.0,32.18019444,-110.94437222,No Special Jurisdiction,Other,Dark - Lighted,Clear,1.0,2016-01-22 19:38:00,0
2016040015,30.0,Female,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2008.0,20,PIMA,22.0,1.0,2016.0,19.0,38.0,32.18019444,-110.94437222,No Special Jurisdiction,Other,Dark - Lighted,Clear,1.0,2016-01-22 19:38:00,0
2016040015,52.0,Male,Fatal Injury (K),9.0,0.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Not Applicable,2,2002.0,34,PIMA,22.0,1.0,2016.0,19.0,38.0,32.18019444,-110.94437222,No Special Jurisdiction,Other,Dark - Lighted,Clear,1.0,2016-01-22 19:38:00,1
2016040016,21.0,Male,Fatal Injury (K),9.0,0.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Not Applicable,1,2005.0,76,MARICOPA,22.0,1.0,2016.0,21.0,29.0,33.491075,-112.28660833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Cloudy,1.0,2016-01-22 21:29:00,1
2016040017,66.0,Male,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,1,2013.0,55,MARICOPA,23.0,1.0,2016.0,20.0,23.0,33.38529722,-111.89129167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,1.0,2016-01-23 20:23:00,0
2016040017,49.0,Male,Fatal Injury (K),0.0,0.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Not Applicable,2,2012.0,72,MARICOPA,23.0,1.0,2016.0,20.0,23.0,33.38529722,-111.89129167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,1.0,2016-01-23 20:23:00,1
2016040017,38.0,Male,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,3,2003.0,37,MARICOPA,23.0,1.0,2016.0,20.0,23.0,33.38529722,-111.89129167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,1.0,2016-01-23 20:23:00,0
2016040017,30.0,Female,Possible Injury (C),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,3,2003.0,37,MARICOPA,23.0,1.0,2016.0,20.0,23.0,33.38529722,-111.89129167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,1.0,2016-01-23 20:23:00,0
2016040017,41.0,Female,Possible Injury (C),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,3,2003.0,37,MARICOPA,23.0,1.0,2016.0,20.0,23.0,33.38529722,-111.89129167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,1.0,2016-01-23 20:23:00,0
2016040017,61.0,Female,No Apparent Injury (O),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,3,2003.0,37,MARICOPA,23.0,1.0,2016.0,20.0,23.0,33.38529722,-111.89129167,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,1.0,2016-01-23 20:23:00,0
2016040018,89.0,Male,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2002.0,49,PIMA,24.0,1.0,2016.0,11.0,45.0,32.32238611,-110.92215,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-24 11:45:00,0
2016040019,67.0,Male,Fatal Injury (K),1.0,101.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,1,2014.0,98,MARICOPA,24.0,1.0,2016.0,15.0,41.0,33.35540278,-112.44143611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-24 15:41:00,1
2016040019,18.0,Female,Suspected Serious Injury (A),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,1,2014.0,98,MARICOPA,24.0,1.0,2016.0,15.0,41.0,33.35540278,-112.44143611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-24 15:41:00,0
2016040020,22.0,Male,Fatal Injury (K),1.0,290.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Not Deployed,1,2001.0,35,MARICOPA,24.0,1.0,2016.0,21.0,39.0,33.60165833,-111.99164167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1.0,2016-01-24 21:39:00,1
2016040020,21.0,Male,No Apparent Injury (O),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2001.0,35,MARICOPA,24.0,1.0,2016.0,21.0,39.0,33.60165833,-111.99164167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1.0,2016-01-24 21:39:00,0
2016040021,33.0,Male,Suspected Minor Injury (B),1.0,107.0,Unknown,Unknown If Tested,Test Not Given,Test Not Given,Deployment Unknown,1,2009.0,20,APACHE,25.0,1.0,2016.0,15.0,43.0,36.20251389,-109.59830833,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-25 15:43:00,0
2016040021,13.0,Male,Suspected Serious Injury (A),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment Unknown,1,2009.0,20,APACHE,25.0,1.0,2016.0,15.0,43.0,36.20251389,-109.59830833,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-25 15:43:00,0
2016040021,31.0,Male,Fatal Injury (K),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,1,2009.0,20,APACHE,25.0,1.0,2016.0,15.0,43.0,36.20251389,-109.59830833,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-25 15:43:00,1
2016040022,83.0,Male,Suspected Serious Injury (A),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployed-Front,1,2006.0,20,MOHAVE,26.0,1.0,2016.0,13.0,26.0,35.20615278,-114.40317222,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1.0,2016-01-26 13:26:00,0
2016040022,22.0,Female,Suspected Serious Injury (A),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,2,1999.0,9,MOHAVE,26.0,1.0,2016.0,13.0,26.0,35.20615278,-114.40317222,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1.0,2016-01-26 13:26:00,0
2016040022,22.0,Male,Fatal Injury (K),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,2,1999.0,9,MOHAVE,26.0,1.0,2016.0,13.0,26.0,35.20615278,-114.40317222,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1.0,2016-01-26 13:26:00,1
2016040023,64.0,Female,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,1998.0,49,MARICOPA,28.0,1.0,2016.0,10.0,32.0,33.42281944,-111.72879722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1.0,2016-01-28 10:32:00,0
2016040024,77.0,Male,Fatal Injury (K),9.0,0.0,Yes,Depressant,Depressant,Depressant,Not Deployed,1,2002.0,23,PIMA,28.0,1.0,2016.0,21.0,10.0,31.928475,-110.74936389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1.0,2016-01-28 21:10:00,1
2016040025,47.0,Male,Fatal Injury (K),9.0,170.0,Yes,Stimulant,Stimulant,Stimulant,Not Applicable,1,2012.0,72,MARICOPA,30.0,1.0,2016.0,20.0,28.0,33.57991944,-112.32040278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1.0,2016-01-30 20:28:00,1
2016040027,74.0,Male,Fatal Injury (K),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2007.0,49,MARICOPA,13.0,1.0,2016.0,13.0,43.0,33.54366111,-113.18451111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Cloudy,1.0,2016-01-13 13:43:00,1
2016040028,62.0,Male,Suspected Minor Injury (B),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,1,2002.0,20,PIMA,14.0,1.0,2016.0,16.0,10.0,32.13338056,-111.06286111,No Special Jurisdiction,Angle,Daylight,Clear,1.0,2016-01-14 16:10:00,0
2016040028,64.0,Female,Fatal Injury (K),8.0,0.0,Yes,Narcotic,Test Not Given,Test Not Given,Not Applicable,1,2002.0,20,PIMA,14.0,1.0,2016.0,16.0,10.0,32.13338056,-111.06286111,No Special Jurisdiction,Angle,Daylight,Clear,1.0,2016-01-14 16:10:00,1
2016040028,28.0,Male,Suspected Minor Injury (B),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,2,2011.0,12,PIMA,14.0,1.0,2016.0,16.0,10.0,32.13338056,-111.06286111,No Special Jurisdiction,Angle,Daylight,Clear,1.0,2016-01-14 16:10:00,0
2016040029,44.0,Female,No Apparent Injury (O),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2001.0,20,NAVAJO,15.0,1.0,2016.0,19.0,46.0,34.21860278,-110.07244722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Snow,1.0,2016-01-15 19:46:00,0
2016040029,47.0,Male,Fatal Injury (K),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Deployed,1,2001.0,20,NAVAJO,15.0,1.0,2016.0,19.0,46.0,34.21860278,-110.07244722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Snow,1.0,2016-01-15 19:46:00,1
2016040029,17.0,Male,No Apparent Injury (O),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,1,2001.0,20,NAVAJO,15.0,1.0,2016.0,19.0,46.0,34.21860278,-110.07244722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Snow,1.0,2016-01-15 19:46:00,0
2016040029,60.0,Female,Possible Injury (C),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,1,2001.0,20,NAVAJO,15.0,1.0,2016.0,19.0,46.0,34.21860278,-110.07244722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Snow,1.0,2016-01-15 19:46:00,0
2016040030,52.0,Female,Suspected Serious Injury (A),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployed-Combination,1,2007.0,37,PINAL,9.0,1.0,2016.0,21.0,22.0,33.08509722,-111.81695278,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1.0,2016-01-09 21:22:00,0
2016040030,26.0,Female,Fatal Injury (K),8.0,0.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Deployed-Combination,1,2007.0,37,PINAL,9.0,1.0,2016.0,21.0,22.0,33.08509722,-111.81695278,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1.0,2016-01-09 21:22:00,1
2016040031,62.0,Female,Fatal Injury (K),9.0,0.0,Unknown,Not Reported,Test Not Given,Test Not Given,Deployed-Front,1,2004.0,49,YAVAPAI,16.0,1.0,2016.0,8.0,15.0,34.54588056,-112.1589,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1.0,2016-01-16 08:15:00,1
2016040031,34.0,Male,Suspected Serious Injury (A),0.0,0.0,Unknown,"Tested, No Drugs Found/Negative",Test Not Given,Test Not Given,Deployed-Front,2,2014.0,12,YAVAPAI,16.0,1.0,2016.0,8.0,15.0,34.54588056,-112.1589,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1.0,2016-01-16 08:15:00,0
2016040032,41.0,Male,Possible Injury (C),0.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,1,2012.0,12,APACHE,15.0,1.0,2016.0,20.0,0.0,36.62705833,-109.58377778,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Snow,1.0,2016-01-15 20:00:00,0
2016040032,38.0,Female,Suspected Serious Injury (A),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Deployment-Unknown Location,1,2012.0,12,APACHE,15.0,1.0,2016.0,20.0,0.0,36.62705833,-109.58377778,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Snow,1.0,2016-01-15 20:00:00,0
2016040032,16.0,Male,Suspected Serious Injury (A),8.0,0.0,Unknown,Test Not Given,Test Not Given,Test Not Given,Not Applicable,1,2012.0,12,APACHE,15.0,1.0,2016.0,20.0,0.0,36.62705833,-109.58377778,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Snow,1.0,2016-01-15 20:00:00,0
