accident_id,county_name,day,month,year,hour,minute,latitude,longitud,sp_jur_lit,man_coll_lit,lgt_cond_lit,weather_lit,fatals,day_part
2012040016,MARICOPA,10,1,2012,16.0,52.0,33.37031667,-112.60828611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040017,PINAL,11,1,2012,6.0,20.0,33.280875,-111.15838889,No Special Jurisdiction,Front-to-Rear,Dark - Not Lighted,Cloudy,1,Morning
2012040018,MARICOPA,11,1,2012,22.0,16.0,33.5169,-112.11695278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040019,GRAHAM,12,1,2012,18.0,49.0,32.83487222,-109.72474167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040020,MARICOPA,15,1,2012,11.0,23.0,33.21895,-111.80656111,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2012040021,COCONINO,14,1,2012,15.0,28.0,35.22178333,-112.31749167,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Afternoon
2012040022,MOHAVE,15,1,2012,13.0,43.0,35.22546389,-114.28908056,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2012040023,MARICOPA,15,1,2012,19.0,29.0,33.43722222,-111.73636389,No Special Jurisdiction,Angle,Dark - Lighted,Cloudy,1,Afternoon
2012040024,MARICOPA,16,1,2012,2.0,12.0,33.550275,-112.2659,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Rain,1,Night
2012040025,PIMA,17,1,2012,22.0,24.0,32.17625278,-110.94232778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040026,MOHAVE,18,1,2012,15.0,44.0,35.41735833,-114.27441389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040027,PIMA,19,1,2012,17.0,33.0,32.32568056,-111.12113889,No Special Jurisdiction,Sideswipe - Opposite Direction,Daylight,Clear,1,Afternoon
2012040028,MOHAVE,20,1,2012,20.0,0.0,36.93153611,-113.82765833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Night
2012040029,MARICOPA,20,1,2012,15.0,30.0,33.55419167,-112.03772778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040030,PINAL,21,1,2012,9.0,37.0,33.38615556,-111.52679444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040031,NAVAJO,21,1,2012,15.0,46.0,34.36710278,-110.687575,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Severe Crosswinds,1,Afternoon
2012040032,MARICOPA,21,1,2012,23.0,9.0,33.36423333,-111.85911944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040033,PINAL,22,1,2012,16.0,54.0,32.59849167,-111.34430556,No Special Jurisdiction,Sideswipe - Opposite Direction,Daylight,Clear,1,Afternoon
2012040034,MARICOPA,23,1,2012,4.0,17.0,33.70905278,-112.11677778,No Special Jurisdiction,Other,Dark - Lighted,Clear,1,Morning
2012040035,COCONINO,24,1,2012,15.0,56.0,35.11005556,-111.03045556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040036,MOHAVE,25,1,2012,13.0,40.0,34.84015556,-114.14531944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040037,GILA,27,1,2012,12.0,47.0,34.24483889,-111.32280833,No Special Jurisdiction,Sideswipe - Same Direction,Daylight,Clear,1,Afternoon
2012040038,NAVAJO,29,1,2012,4.0,45.0,34.31554722,-109.95424167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Morning
2012040039,MARICOPA,3,1,2012,18.0,37.0,33.51626667,-112.22046389,No Special Jurisdiction,Other,Dark - Lighted,Clear,1,Afternoon
2012040040,NAVAJO,3,1,2012,20.0,0.0,34.39983056,-109.89983889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040041,MARICOPA,2,1,2012,6.0,46.0,33.49475833,-112.04119444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Morning
2012040042,MOHAVE,2,1,2012,2.0,32.0,35.50425833,-113.52327222,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040043,PIMA,3,1,2012,9.0,42.0,32.27933889,-110.96115,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Morning
2012040044,SANTA CRUZ,3,1,2012,15.0,27.0,31.33914167,-110.95422222,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Afternoon
2012040045,PIMA,5,1,2012,17.0,50.0,32.19452778,-110.91008056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Afternoon
2012040047,MARICOPA,12,1,2012,6.0,25.0,33.67185,-112.03096944,No Special Jurisdiction,Angle,Dawn,Clear,1,Morning
2012040048,MARICOPA,13,1,2012,15.0,1.0,33.55339444,-111.89381667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040049,MARICOPA,14,1,2012,2.0,25.0,33.49157778,-112.16895278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,1,Night
2012040050,MARICOPA,14,1,2012,18.0,0.0,33.52393889,-112.15983889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040051,PIMA,15,1,2012,1.0,4.0,32.16313611,-110.93537222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Unknown Lighting,Clear,1,Night
2012040052,MARICOPA,20,1,2012,15.0,55.0,33.24869444,-111.62638056,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2012040053,MARICOPA,20,1,2012,15.0,48.0,33.39585,-112.09921944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040054,PIMA,22,1,2012,20.0,0.0,32.24272778,-110.80294444,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Night
2012040055,PIMA,22,1,2012,18.0,51.0,32.13408056,-110.92608889,No Special Jurisdiction,Angle,Dark - Lighted,Clear,1,Afternoon
2012040056,PIMA,23,1,2012,1.0,47.0,32.221375,-110.8572,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040057,GILA,24,1,2012,12.0,44.0,33.35861944,-110.735625,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1,Afternoon
2012040058,MARICOPA,26,1,2012,18.0,35.0,33.45131667,-112.09603056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040059,PIMA,26,1,2012,19.0,53.0,32.40281111,-110.95183611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040060,MARICOPA,28,1,2012,10.0,31.0,33.47869167,-112.22065556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040061,MARICOPA,28,1,2012,20.0,1.0,33.45131389,-111.89991111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040062,MARICOPA,29,1,2012,18.0,36.0,33.610775,-112.16212222,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2012040063,MARICOPA,30,1,2012,18.0,48.0,33.40732222,-111.98085,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Afternoon
2012040064,COCONINO,31,1,2012,23.0,27.0,35.21039722,-111.52339167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,1,Night
2012040065,MOHAVE,2,2,2012,12.0,56.0,34.86038889,-114.08311111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040066,YAVAPAI,2,2,2012,16.0,4.0,35.33119444,-112.92713333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040067,PIMA,2,2,2012,19.0,51.0,32.3125,-110.978175,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2012040068,MARICOPA,3,2,2012,1.0,56.0,33.386225,-111.77975,No Special Jurisdiction,Angle,Dark - Lighted,Clear,1,Night
2012040069,YAVAPAI,3,2,2012,14.0,24.0,34.70878611,-111.73973611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Cloudy,1,Afternoon
2012040070,MARICOPA,3,2,2012,18.0,41.0,33.60891944,-112.31778889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040071,MARICOPA,4,2,2012,16.0,27.0,33.49025278,-111.95673333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040072,MARICOPA,4,2,2012,22.0,5.0,33.49399167,-112.26328333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,2,Night
2012040073,MARICOPA,8,2,2012,18.0,8.0,33.555875,-112.11270278,No Special Jurisdiction,Front-to-Rear,Dusk,Clear,1,Afternoon
2012040074,MARICOPA,10,2,2012,1.0,16.0,33.55165833,-112.434825,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040075,PIMA,10,2,2012,17.0,27.0,32.27372222,-111.21883611,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1,Afternoon
2012040076,PIMA,11,2,2012,20.0,0.0,32.40115556,-111.13989167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040077,YUMA,12,2,2012,17.0,11.0,32.71291111,-114.65043889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040078,MARICOPA,15,2,2012,13.0,27.0,33.28298889,-111.77743611,No Special Jurisdiction,Sideswipe - Same Direction,Daylight,Clear,1,Afternoon
2012040079,YAVAPAI,18,2,2012,17.0,56.0,33.94327778,-112.327075,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040080,MOHAVE,19,2,2012,6.0,18.0,35.74866944,-114.50067222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,2,Morning
2012040081,PINAL,19,2,2012,8.0,59.0,32.95574167,-111.71515556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040082,MOHAVE,20,2,2012,22.0,3.0,34.99595278,-114.43188333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040083,SANTA CRUZ,22,2,2012,9.0,56.0,31.34983611,-110.94923611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040084,MARICOPA,22,2,2012,20.0,18.0,33.44669722,-112.28977778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040085,YUMA,24,2,2012,7.0,13.0,32.72258889,-114.61603333,No Special Jurisdiction,Front-to-Front,Daylight,Clear,2,Morning
2012040086,APACHE,24,2,2012,16.0,57.0,36.92397778,-109.60863333,Indian Reservation,Sideswipe - Same Direction,Daylight,Clear,1,Afternoon
2012040087,YAVAPAI,24,2,2012,17.0,28.0,35.04720556,-112.39601111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040088,COCHISE,25,2,2012,0.0,30.0,31.9631,-110.36117778,No Special Jurisdiction,Front-to-Rear,Dark - Not Lighted,Clear,1,Night
2012040089,PIMA,25,2,2012,15.0,3.0,32.32650278,-111.13375278,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1,Afternoon
2012040090,APACHE,27,2,2012,4.0,25.0,36.96249167,-109.43255,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040091,MOHAVE,27,2,2012,20.0,59.0,35.21637778,-114.03635,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040092,YUMA,28,2,2012,6.0,55.0,32.66978611,-114.56415556,No Special Jurisdiction,Angle,Dawn,Clear,1,Morning
2012040093,MARICOPA,29,2,2012,9.0,10.0,33.39964444,-112.02993611,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2012040094,PIMA,13,2,2012,1.0,54.0,32.18895,-110.98215556,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1,Night
2012040095,COCONINO,13,2,2012,5.0,50.0,35.49465556,-111.55365556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,2,Morning
2012040096,YAVAPAI,26,2,2012,20.0,33.0,34.07258889,-112.82208611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040097,PIMA,29,2,2012,19.0,17.0,32.0614,-110.77366111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2012040099,MARICOPA,3,2,2012,18.0,17.0,33.43673333,-112.09999722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040100,MARICOPA,7,2,2012,7.0,29.0,33.55306389,-112.12559722,No Special Jurisdiction,Angle,Daylight,Cloudy,1,Morning
2012040101,MARICOPA,9,2,2012,15.0,6.0,33.46594722,-112.142375,No Special Jurisdiction,Angle,Daylight,Clear,2,Afternoon
2012040102,MARICOPA,10,2,2012,3.0,5.0,33.40670833,-112.06455556,No Special Jurisdiction,Angle,Dark - Lighted,Clear,1,Night
2012040103,MARICOPA,10,2,2012,3.0,15.0,33.68066389,-112.20316389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040104,MARICOPA,11,2,2012,20.0,49.0,33.39228333,-112.0574,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040105,COCONINO,12,2,2012,20.0,0.0,35.16088333,-111.28165,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Night
2012040106,PIMA,14,2,2012,23.0,13.0,32.13270278,-110.97768056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040107,MARICOPA,18,2,2012,21.0,28.0,33.39928056,-112.55634444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Cloudy,1,Night
2012040108,MARICOPA,19,2,2012,0.0,37.0,33.87071389,-112.16101389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040109,MARICOPA,20,2,2012,22.0,8.0,33.4009,-111.805325,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040110,PIMA,21,2,2012,20.0,9.0,32.23563611,-110.82823333,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1,Night
2012040111,APACHE,24,2,2012,7.0,6.0,35.71747778,-109.46016667,Indian Reservation,Front-to-Rear,Daylight,Clear,1,Morning
2012040112,PINAL,25,2,2012,19.0,40.0,33.00415556,-112.01385,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Unknown Lighting,Clear,1,Afternoon
2012040113,MARICOPA,25,2,2012,4.0,59.0,33.50205833,-112.14293333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Morning
2012040114,LA PAZ,25,2,2012,6.0,41.0,34.18533889,-114.18986389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Morning
2012040115,PIMA,25,2,2012,10.0,3.0,32.30116944,-111.00063889,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2012040116,MARICOPA,28,2,2012,13.0,3.0,33.47731389,-112.21065,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040117,SANTA CRUZ,1,3,2012,20.0,24.0,31.33668333,-110.93440556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040118,MARICOPA,29,2,2012,16.0,41.0,33.39284167,-112.14086944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040119,MARICOPA,3,3,2012,0.0,12.0,33.46111944,-112.08400833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040120,MARICOPA,3,3,2012,21.0,20.0,33.42883611,-112.06137778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040121,YAVAPAI,4,3,2012,18.0,10.0,34.75978889,-112.07182778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Afternoon
2012040122,MARICOPA,6,3,2012,14.0,48.0,33.56784444,-112.06526944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040123,MOHAVE,6,3,2012,23.0,0.0,36.75068889,-113.02816667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,5,Night
2012040124,MARICOPA,8,3,2012,14.0,10.0,33.40079167,-111.86578333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040125,LA PAZ,8,3,2012,15.0,55.0,33.63925,-113.82646389,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Afternoon
2012040126,MARICOPA,9,3,2012,15.0,32.0,33.43510556,-111.84332778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040127,PIMA,9,3,2012,23.0,25.0,32.27933611,-110.98962778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040128,MARICOPA,9,3,2012,23.0,50.0,33.63807222,-112.23353056,No Special Jurisdiction,Angle,Dark - Lighted,Clear,1,Night
2012040129,MARICOPA,10,3,2012,3.0,8.0,33.65729444,-111.92055278,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1,Night
2012040130,MARICOPA,10,3,2012,7.0,27.0,33.48761667,-111.92608056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040131,MARICOPA,10,3,2012,18.0,41.0,33.91129444,-112.14532222,No Special Jurisdiction,Front-to-Rear,Dusk,Clear,1,Afternoon
2012040132,MARICOPA,11,3,2012,16.0,36.0,33.62544722,-111.86865556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040133,MARICOPA,12,3,2012,18.0,42.0,33.56623333,-112.41790556,No Special Jurisdiction,Angle,Daylight,Clear,2,Afternoon
2012040134,YUMA,13,3,2012,5.0,50.0,32.63110556,-114.735925,No Special Jurisdiction,Front-to-Front,Dawn,Clear,1,Morning
2012040135,MARICOPA,16,3,2012,11.0,6.0,33.39396111,-111.70431944,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2012040136,MARICOPA,16,3,2012,18.0,47.0,33.49338611,-112.36251944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040137,MOHAVE,19,3,2012,6.0,2.0,34.33844444,-114.14130556,No Special Jurisdiction,Front-to-Front,Dark - Not Lighted,Clear,1,Morning
2012040138,PIMA,20,3,2012,2.0,22.0,32.17778889,-110.98349167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,2,Night
2012040140,MOHAVE,23,3,2012,19.0,34.0,35.85873056,-114.59717778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2012040142,MARICOPA,25,3,2012,11.0,1.0,33.56310278,-113.31580556,No Special Jurisdiction,Other,Daylight,Cloudy,2,Morning
2012040143,YUMA,28,3,2012,19.0,53.0,32.66936944,-114.62225833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040144,PIMA,28,3,2012,20.0,29.0,32.43278056,-111.17503889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040145,MOHAVE,29,3,2012,11.0,42.0,35.154925,-114.56726944,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1,Morning
2012040146,YAVAPAI,29,3,2012,14.0,42.0,34.13010278,-112.15000278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040147,MARICOPA,30,3,2012,9.0,5.0,33.60278056,-112.29002778,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2012040148,PIMA,31,3,2012,1.0,15.0,32.29339722,-111.00493889,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1,Night
2012040149,GILA,31,3,2012,10.0,24.0,33.36322778,-110.94198889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040150,COCONINO,31,3,2012,12.0,53.0,34.80956389,-111.60505833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Afternoon
2012040153,PIMA,7,3,2012,8.0,40.0,32.22121944,-110.90952222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040154,PIMA,20,3,2012,12.0,7.0,32.23215833,-110.909675,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2012040155,MARICOPA,22,3,2012,18.0,36.0,33.29178889,-111.79833889,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2012040156,PIMA,24,3,2012,20.0,0.0,32.22591667,-110.806725,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040157,MARICOPA,23,3,2012,18.0,52.0,33.571725,-111.87408889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Afternoon
2012040158,MARICOPA,25,3,2012,0.0,10.0,33.63840556,-111.89013889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040159,MARICOPA,23,2,2012,20.0,0.0,32.95382222,-112.69961389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Unknown Lighting,Not Reported,1,Night
2012040160,COCHISE,7,3,2012,7.0,25.0,32.36238333,-109.645925,No Special Jurisdiction,Sideswipe - Same Direction,Daylight,Clear,1,Morning
2012040161,PIMA,13,3,2012,15.0,44.0,32.121925,-110.86955,No Special Jurisdiction,Other,Daylight,Clear,2,Afternoon
2012040162,COCHISE,14,3,2012,20.0,0.0,32.358875,-109.68168611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040163,MARICOPA,18,3,2012,16.0,46.0,33.51677222,-112.1819,No Special Jurisdiction,Angle,Dusk,Cloudy,1,Afternoon
2012040164,MOHAVE,23,3,2012,0.0,17.0,35.51369167,-114.34116389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2012040165,PINAL,30,3,2012,15.0,2.0,33.23341667,-111.09221667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,2,Afternoon
2012040166,MOHAVE,25,3,2012,20.0,0.0,35.22884444,-114.16495833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dawn,Clear,1,Night
2012040167,MOHAVE,27,3,2012,15.0,14.0,35.86469444,-114.07131389,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1,Afternoon
2012040168,MARICOPA,10,3,2012,20.0,9.0,33.55307778,-112.155225,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040169,PIMA,12,3,2012,14.0,12.0,32.306625,-110.93669167,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Afternoon
